,id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,Booking Status Predicted
3842,45942,2,0,0,3,0,0,0,177,2018,6,3,0,0,0,0,100.0,0,1
3843,45943,2,0,2,1,0,0,1,52,2018,10,29,0,0,0,0,78.65,0,0
3844,45944,0,0,0,2,0,0,1,7,2018,6,5,1,0,0,0,156.0,1,0
3845,45945,1,0,0,1,0,0,0,149,2018,9,16,1,0,0,0,130.5,0,1
3846,45946,2,0,0,3,2,0,0,46,2018,12,7,0,0,0,0,98.0,0,0
3847,45947,2,0,2,3,0,0,0,322,2018,6,19,0,0,0,0,80.0,0,1
3848,45948,2,0,0,3,0,0,1,34,2017,10,19,0,0,0,0,75.0,0,0
3849,45949,3,0,2,3,2,0,3,25,2018,10,6,1,0,0,0,229.6,1,0
3850,45950,2,0,2,2,0,0,1,95,2018,10,3,1,0,0,0,132.3,1,0
3851,45951,3,0,2,4,0,0,1,128,2017,9,18,1,0,0,0,162.0,2,0
3852,45952,2,0,1,2,0,0,1,64,2018,9,5,1,0,0,0,149.4,0,1
3853,45953,2,0,0,3,0,0,0,124,2018,8,8,1,0,0,0,114.3,0,1
3854,45954,3,0,0,3,0,0,1,202,2018,10,22,1,0,0,0,128.7,1,1
3855,45955,2,0,1,2,0,0,1,42,2018,9,18,1,0,0,0,162.4,2,0
3856,45956,2,0,1,4,0,0,0,145,2018,9,18,0,0,0,0,80.75,0,0
3857,45957,3,0,0,2,0,0,1,147,2018,8,5,1,0,0,0,127.93,1,1
3858,45958,2,0,2,2,0,0,1,56,2018,3,13,1,0,0,0,65.49,0,0
3859,45959,1,0,2,4,0,0,0,245,2018,7,1,0,0,0,0,110.0,0,1
3860,45960,2,0,0,1,2,0,0,0,2018,8,4,1,0,0,0,169.0,0,1
3861,45961,2,0,1,2,0,0,0,219,2017,8,4,1,0,0,0,76.5,1,0
3862,45962,2,0,4,5,0,0,2,36,2018,1,22,0,0,0,0,50.33,1,0
3863,45963,2,0,0,3,0,0,0,103,2018,5,4,0,0,0,0,80.75,0,0
3864,45964,2,0,0,1,0,0,0,34,2017,9,15,0,0,0,0,65.0,0,0
3865,45965,1,0,1,1,0,0,0,0,2018,1,15,0,0,0,0,45.0,2,0
3866,45966,2,0,0,2,0,0,0,143,2018,8,27,1,0,0,0,96.3,1,0
3867,45967,2,0,0,3,0,0,0,213,2018,9,7,1,0,0,0,130.0,0,1
3868,45968,2,0,0,2,0,0,0,30,2018,9,30,0,0,0,0,121.0,0,0
3869,45969,3,0,2,5,0,0,1,90,2018,8,21,0,0,0,0,144.13,0,0
3870,45970,2,0,1,2,0,0,0,170,2018,8,1,1,0,0,0,105.3,1,1
3871,45971,1,0,0,2,0,0,0,8,2018,12,28,2,1,6,58,65.0,2,0
3872,45972,1,0,0,3,0,0,0,12,2018,11,8,2,1,0,9,65.0,1,0
3873,45973,3,0,1,4,0,0,1,0,2018,6,29,1,0,0,0,134.57,1,0
3874,45974,2,0,1,0,0,0,0,0,2017,9,21,1,1,0,1,133.0,0,0
3875,45975,3,0,0,1,0,0,1,102,2018,12,6,1,0,0,0,126.0,1,0
3876,45976,2,2,1,3,0,0,3,20,2018,8,10,1,0,0,0,206.5,4,0
3877,45977,2,0,0,4,0,1,0,92,2017,10,2,1,0,0,0,89.25,2,0
3878,45978,2,0,0,3,0,0,0,45,2018,11,1,0,0,0,0,68.0,0,0
3879,45979,2,0,0,2,0,0,0,258,2018,9,16,1,0,0,0,110.0,0,1
3880,45980,2,0,1,1,0,0,0,146,2018,8,6,1,0,0,0,114.3,1,0
3881,45981,2,0,0,3,0,0,0,190,2018,12,8,1,0,0,0,103.5,2,1
3882,45982,1,0,0,1,0,1,1,2,2018,8,30,1,0,0,0,205.0,2,0
3883,45983,2,0,0,2,0,0,0,32,2017,9,20,0,0,0,0,73.0,0,0
3884,45984,2,0,0,3,0,0,3,50,2018,10,30,1,0,0,0,162.4,1,0
3885,45985,2,0,1,2,0,0,1,207,2018,10,29,1,0,0,0,123.3,0,1
3886,45986,2,2,0,2,0,0,3,108,2018,10,14,1,0,0,0,190.8,2,0
3887,45987,2,0,2,2,2,0,0,11,2017,10,2,0,0,0,0,88.0,0,0
3888,45988,1,0,0,1,0,0,4,5,2018,3,16,1,0,0,0,106.0,0,0
3889,45989,2,1,2,5,0,0,0,127,2018,7,25,1,0,0,0,106.13,1,0
3890,45990,2,1,0,3,0,0,0,149,2018,11,24,1,0,0,0,143.28,0,1
3891,45991,2,0,0,1,0,0,0,12,2018,6,23,4,1,0,7,0.0,1,0
3892,45992,2,0,0,4,0,0,1,77,2018,5,10,1,0,0,0,132.6,0,1
3893,45993,1,0,0,2,0,0,0,27,2017,9,18,0,0,0,0,108.0,0,0
3894,45994,2,0,1,3,1,0,0,111,2018,11,3,1,0,0,0,93.75,1,1
3895,45995,2,0,1,4,0,0,0,197,2018,12,21,0,0,0,0,113.4,0,0
3896,45996,2,0,0,2,0,0,0,30,2017,9,4,0,0,0,0,70.0,0,0
3897,45997,2,0,0,3,0,0,0,1,2017,9,6,0,0,0,0,118.0,0,0
3898,45998,1,0,2,3,0,0,0,69,2018,6,12,0,0,0,0,120.0,1,0
3899,45999,2,0,2,2,0,0,0,204,2017,10,9,0,0,0,0,72.75,0,0
3900,46000,1,0,0,1,0,0,0,0,2018,3,16,2,1,0,10,65.0,1,0
3901,46001,2,0,2,0,0,0,0,150,2018,5,14,1,0,0,0,76.58,1,0
3902,46002,2,0,2,3,0,0,2,151,2018,6,19,1,0,0,0,198.59,0,1
3903,46003,2,0,0,4,0,0,0,160,2018,7,18,1,0,0,0,97.56,1,1
3904,46004,2,0,0,3,0,0,0,120,2018,12,27,1,0,0,0,72.25,0,1
3905,46005,2,0,0,1,0,0,1,24,2017,12,27,0,0,0,0,60.0,1,0
3906,46006,1,0,1,2,0,0,0,3,2018,2,1,2,1,0,1,66.0,0,0
3907,46007,1,0,0,1,0,0,1,6,2017,9,23,1,0,0,0,0.0,1,0
3908,46008,2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,101.5,1,0
3909,46009,2,1,2,1,1,0,0,11,2018,4,3,1,0,0,0,125.0,1,0
3910,46010,2,0,2,5,0,0,0,162,2018,3,20,1,0,0,0,62.18,1,0
3911,46011,3,0,2,1,0,0,1,51,2018,7,11,1,0,0,0,137.7,1,0
3912,46012,2,0,2,1,1,0,0,110,2018,11,12,1,0,0,0,78.1,0,1
3913,46013,2,0,1,3,0,0,1,81,2018,9,25,1,0,0,0,149.4,1,0
3914,46014,2,0,0,3,0,0,0,245,2018,6,17,0,0,0,0,75.0,0,0
3915,46015,2,0,0,4,0,0,1,46,2018,9,6,1,0,0,0,168.3,2,0
3916,46016,2,0,0,2,0,0,0,122,2018,4,15,1,0,0,0,85.0,0,1
3917,46017,2,0,2,1,2,0,0,145,2017,8,29,1,0,0,0,94.5,0,1
3918,46018,2,0,1,0,1,0,0,133,2018,8,1,1,0,0,0,94.5,1,0
3919,46019,2,0,2,5,0,0,1,113,2018,5,9,1,0,0,0,132.6,1,0
3920,46020,2,0,0,2,0,0,0,86,2018,3,20,0,0,0,0,65.0,1,0
3921,46021,2,0,2,2,0,0,0,272,2018,10,28,1,0,0,0,90.1,0,1
3922,46022,2,0,0,2,0,0,0,29,2017,10,4,0,0,0,0,46.54,0,0
3923,46023,3,0,0,1,0,0,1,33,2018,1,25,2,0,0,0,140.0,1,0
3924,46024,3,0,0,2,0,0,1,69,2018,4,22,1,0,0,0,137.7,0,1
3925,46025,2,0,0,5,0,0,1,73,2018,6,16,1,0,0,0,149.4,1,0
3926,46026,2,0,1,3,2,0,0,21,2018,3,3,1,0,0,0,129.0,0,1
3927,46027,1,0,0,1,0,0,0,27,2018,12,6,2,1,0,11,88.0,1,0
3928,46028,2,0,2,5,0,1,0,113,2018,7,11,1,0,0,0,114.3,1,0
3929,46029,2,0,2,4,0,0,0,228,2018,10,17,1,0,0,0,119.85,1,1
3930,46030,2,0,0,2,2,0,0,265,2018,6,24,1,0,0,0,109.0,1,1
3931,46031,2,0,2,6,1,0,0,161,2018,7,21,1,0,0,0,97.75,1,1
3932,46032,2,0,2,2,0,0,0,99,2017,10,30,1,0,0,0,65.0,0,1
3933,46033,2,0,0,2,0,0,0,54,2018,10,27,0,0,0,0,85.5,0,0
3934,46034,2,0,0,2,0,0,0,113,2018,5,10,2,0,0,0,100.0,0,0
3935,46035,2,0,2,3,0,0,1,156,2018,10,30,1,0,0,0,104.1,2,1
3936,46036,2,2,0,1,0,0,3,138,2018,9,7,1,0,0,0,169.88,0,1
3937,46037,1,0,2,2,0,0,0,3,2017,8,7,0,0,0,0,90.0,0,0
3938,46038,1,0,1,0,0,0,0,0,2018,3,21,2,1,1,0,65.0,0,0
3939,46039,3,0,1,2,0,0,1,56,2018,4,7,1,0,0,0,141.3,0,1
3940,46040,1,1,0,1,1,0,0,15,2018,10,26,1,0,0,0,92.66,0,1
3941,46041,0,0,2,3,0,0,2,40,2018,4,30,1,0,0,0,127.83,1,0
3942,46042,2,0,2,5,0,0,0,299,2018,9,17,1,0,0,0,100.3,2,0
3943,46043,3,0,0,1,0,0,1,1,2018,8,13,1,0,0,0,197.0,2,0
3944,46044,2,0,1,1,0,0,1,129,2018,10,21,1,0,0,0,132.3,1,0
3945,46045,1,0,0,1,2,0,0,41,2017,9,4,0,0,0,0,83.0,0,0
3946,46046,2,0,1,2,0,0,0,224,2018,10,2,0,0,0,0,65.0,0,0
3947,46047,2,0,0,2,0,0,0,107,2018,4,25,0,0,0,0,75.14,0,0
3948,46048,2,0,2,0,0,1,1,2,2018,5,1,1,0,0,0,165.0,1,0
3949,46049,1,0,0,1,0,1,0,1,2018,4,17,2,1,2,5,67.0,0,0
3950,46050,2,0,2,2,0,0,1,14,2018,4,28,1,0,0,0,163.67,0,1
3951,46051,2,0,2,1,0,0,0,155,2018,9,1,1,0,0,0,126.9,1,1
3952,46052,2,0,1,2,0,0,0,210,2017,10,8,0,0,0,0,72.75,0,0
3953,46053,0,2,2,2,0,0,2,256,2017,8,7,1,0,0,0,103.95,1,0
3954,46054,2,0,0,3,0,0,2,65,2018,11,11,1,0,0,0,105.5,0,1
3955,46055,2,0,0,2,2,0,0,34,2018,10,7,1,0,0,0,194.85,2,0
3956,46056,2,0,0,3,0,0,1,97,2018,12,6,0,0,0,0,87.2,1,0
3957,46057,1,0,0,3,2,0,0,271,2018,9,21,0,0,0,0,95.0,0,0
3958,46058,3,0,1,3,0,0,1,13,2018,9,7,1,0,0,0,147.9,3,0
3959,46059,3,0,0,1,0,0,0,61,2018,5,7,1,0,0,0,159.3,0,1
3960,46060,1,0,0,1,0,1,1,6,2018,2,13,1,0,0,0,94.0,1,0
3961,46061,3,0,2,5,0,0,1,17,2018,8,2,1,0,0,0,142.43,1,0
3962,46062,1,0,0,2,0,0,0,19,2017,10,6,0,1,1,0,90.0,0,0
3963,46063,2,0,0,4,0,0,1,18,2018,1,21,2,0,0,0,77.0,0,0
3964,46064,2,0,1,4,2,0,0,100,2018,9,25,0,0,0,0,140.0,0,1
3965,46065,2,0,0,4,1,0,0,98,2018,12,7,1,0,0,0,95.4,0,1
3966,46066,2,0,1,2,0,0,1,1,2018,9,19,0,0,0,0,107.0,0,0
3967,46067,3,0,2,1,0,0,1,3,2018,6,5,1,0,0,0,150.33,3,0
3968,46068,2,0,0,3,0,0,0,50,2018,11,2,0,0,0,0,75.0,0,0
3969,46069,2,0,1,2,1,0,0,185,2018,12,15,1,0,0,0,79.2,0,1
3970,46070,2,0,2,2,0,0,0,96,2018,11,6,0,0,0,0,78.2,1,0
3971,46071,2,0,2,1,1,0,0,156,2018,8,25,1,0,0,0,94.5,0,1
3972,46072,2,0,1,5,0,0,0,349,2018,10,4,0,0,0,0,90.0,0,1
3973,46073,2,0,2,3,0,0,0,271,2018,9,21,1,0,0,0,101.33,0,1
3974,46074,2,0,1,2,0,0,2,224,2017,10,4,0,0,0,0,65.0,1,0
3975,46075,1,0,1,2,2,0,0,301,2018,7,30,0,0,0,0,90.0,0,0
3976,46076,3,0,0,3,0,0,1,84,2018,12,8,1,0,0,0,122.4,1,0
3977,46077,2,1,1,3,0,0,0,12,2018,2,5,1,0,0,0,109.0,1,0
3978,46078,2,0,1,2,1,0,0,97,2018,10,30,1,0,0,0,80.75,0,1
3979,46079,2,0,1,3,1,0,0,218,2018,9,29,1,0,0,0,116.1,2,1
3980,46080,1,0,1,5,0,0,0,349,2018,10,4,0,0,0,0,80.0,0,0
3981,46081,2,0,0,2,2,0,0,30,2018,9,30,0,0,0,0,121.0,0,0
3982,46082,2,0,0,4,2,0,0,100,2017,9,8,0,0,0,0,110.0,0,1
3983,46083,1,0,0,3,0,0,0,279,2018,10,12,0,0,0,0,110.0,0,1
3984,46084,2,0,0,3,0,0,0,1,2017,9,24,0,0,0,0,80.0,0,0
3985,46085,2,1,1,4,0,0,0,141,2018,9,22,1,0,0,0,163.8,2,0
3986,46086,2,0,0,3,0,0,0,338,2018,12,7,1,0,0,0,87.3,1,1
3987,46087,3,0,0,4,0,0,0,228,2018,10,27,0,0,0,0,105.4,2,0
3988,46088,1,0,0,1,0,0,0,100,2017,7,27,1,0,0,0,55.96,0,1
3989,46089,2,0,1,3,0,0,0,127,2018,3,24,0,0,0,0,90.0,0,0
3990,46090,2,0,3,5,1,0,0,142,2018,7,22,1,0,0,0,94.11,0,1
3991,46091,1,0,1,3,1,0,0,240,2018,10,27,1,0,0,0,80.75,0,1
3992,46092,2,0,1,2,0,0,0,41,2018,5,4,0,0,0,0,66.88,0,0
3993,46093,3,0,0,4,0,0,1,119,2018,7,31,1,0,0,0,139.95,2,0
3994,46094,2,1,0,3,0,0,0,36,2018,4,7,1,0,0,0,126.0,1,0
3995,46095,3,0,0,1,0,0,0,67,2018,10,26,0,0,0,0,105.4,3,0
3996,46096,2,0,2,4,0,0,0,269,2018,10,25,1,0,0,0,102.51,0,1
3997,46097,2,0,1,4,0,0,1,144,2018,5,29,1,0,0,0,112.8,1,0
3998,46098,2,0,0,1,2,0,0,247,2018,6,6,0,0,0,0,115.0,0,1
3999,46099,2,0,0,1,0,0,0,174,2017,10,10,0,0,0,0,70.0,0,0
4000,46100,3,0,2,3,0,0,1,59,2018,9,25,1,0,0,0,142.2,2,0
4001,46101,2,0,0,1,0,1,1,44,2018,6,17,1,0,0,0,108.45,2,0
4002,46102,3,0,1,4,0,0,1,89,2018,7,8,1,0,0,0,141.3,3,0
4003,46103,2,0,2,1,2,0,0,150,2018,1,2,0,0,0,0,115.0,0,0
4004,46104,1,0,0,2,2,0,0,39,2017,9,14,0,0,0,0,87.0,0,0
4005,46105,2,2,1,1,0,0,3,52,2018,4,1,1,0,0,0,159.3,0,1
4006,46106,2,0,0,3,0,0,1,30,2017,11,19,0,0,0,0,60.0,0,0
4007,46107,1,0,1,3,0,0,0,62,2018,4,8,1,0,0,0,103.5,0,1
4008,46108,2,0,2,2,0,0,0,179,2018,7,20,1,0,0,0,90.95,0,1
4009,46109,2,1,2,2,0,0,0,71,2018,4,3,0,0,0,0,93.08,1,0
4010,46110,3,0,2,3,0,0,1,68,2018,7,24,1,0,0,0,149.1,0,1
4011,46111,1,0,2,1,0,0,0,106,2018,12,15,2,1,4,18,79.0,0,0
4012,46112,2,1,1,2,0,0,0,119,2018,8,8,1,0,0,0,127.8,0,1
4013,46113,3,0,2,1,0,0,1,66,2018,10,9,1,0,0,0,151.2,1,0
4014,46114,1,1,2,2,1,0,0,23,2017,10,2,1,0,0,0,87.78,2,0
4015,46115,1,0,1,2,0,0,0,17,2017,10,30,0,0,0,0,77.0,0,0
4016,46116,1,0,1,2,0,0,1,35,2018,4,22,1,0,0,0,118.8,0,1
4017,46117,2,0,1,0,0,0,0,151,2017,8,21,1,0,0,0,76.5,1,1
4018,46118,2,0,2,4,0,0,0,159,2018,4,9,0,0,0,0,70.75,0,0
4019,46119,1,0,0,1,1,0,0,117,2018,8,12,1,0,0,0,112.5,0,1
4020,46120,3,0,1,1,0,0,1,49,2018,7,4,1,0,0,0,159.3,0,1
4021,46121,2,0,0,2,0,0,0,15,2017,12,1,1,1,0,1,69.0,0,0
4022,46122,2,0,1,1,2,0,0,131,2017,8,15,0,0,0,0,94.5,0,0
4023,46123,2,1,0,2,0,1,0,77,2018,8,8,1,0,0,0,145.8,1,0
4024,46124,3,0,0,2,0,0,1,72,2018,9,7,1,0,0,0,168.3,2,0
4025,46125,2,0,0,1,0,0,0,174,2018,10,9,0,0,0,0,70.0,0,0
4026,46126,1,0,0,2,0,0,0,113,2018,3,31,2,0,0,0,100.0,0,0
4027,46127,2,2,2,2,0,0,3,13,2018,11,28,1,0,0,0,147.9,2,0
4028,46128,2,0,1,2,0,0,0,169,2018,7,11,1,0,0,0,106.0,0,1
4029,46129,2,0,2,3,0,0,1,59,2018,4,15,1,0,0,0,128.69,0,1
4030,46130,2,1,0,2,1,0,0,11,2018,2,4,1,0,0,0,92.5,1,0
4031,46131,2,0,0,2,0,0,0,31,2018,9,16,0,0,0,0,75.0,0,0
4032,46132,2,0,0,1,0,0,0,271,2018,12,3,1,0,0,0,78.3,1,1
4033,46133,1,0,0,2,0,0,0,14,2018,5,27,0,0,0,0,73.0,0,0
4034,46134,2,0,0,2,0,0,3,65,2018,4,20,1,0,0,0,177.3,2,0
4035,46135,2,0,1,5,0,0,0,129,2018,8,11,1,0,0,0,114.3,0,1
4036,46136,2,0,0,3,0,0,3,28,2018,5,20,0,0,0,0,144.8,0,0
4037,46137,2,0,4,10,0,0,0,171,2018,7,20,1,0,0,0,104.39,2,1
4038,46138,2,0,1,2,0,0,0,67,2018,11,25,0,0,0,0,75.0,0,0
4039,46139,2,0,0,2,0,0,0,4,2017,12,16,0,0,0,0,58.0,0,0
4040,46140,2,1,2,2,0,0,0,83,2018,12,6,1,0,0,0,90.32,1,0
4041,46141,3,0,2,3,0,0,1,216,2018,8,27,1,0,0,0,128.7,0,1
4042,46142,2,0,0,3,0,0,1,92,2018,10,6,1,0,0,0,104.4,2,0
4043,46143,2,0,0,1,0,0,0,97,2018,9,22,0,0,0,0,135.9,0,0
4044,46144,2,0,0,1,0,0,0,197,2018,4,21,0,0,0,0,112.0,1,1
4045,46145,2,0,2,4,0,0,0,114,2018,11,1,1,0,0,0,107.95,1,0
4046,46146,2,0,4,5,0,0,0,155,2018,7,14,1,0,0,0,86.82,2,0
4047,46147,1,0,0,1,0,0,0,78,2018,11,27,1,0,0,0,86.4,2,0
4048,46148,2,0,2,4,0,0,0,135,2018,5,9,1,0,0,0,79.72,1,0
4049,46149,3,0,0,1,0,0,1,89,2018,5,27,1,0,0,0,159.3,0,1
4050,46150,1,0,2,1,0,0,0,0,2018,1,20,2,1,0,4,65.0,1,0
4051,46151,2,0,0,3,0,0,0,121,2018,6,14,0,0,0,0,90.0,0,0
4052,46152,3,0,0,5,0,0,1,66,2018,7,27,1,0,0,0,138.99,0,1
4053,46153,2,0,0,2,1,0,5,2,2017,9,20,1,0,0,0,159.75,1,0
4054,46154,2,0,0,1,1,0,0,144,2018,4,28,1,0,0,0,80.1,0,1
4055,46155,1,0,1,1,0,0,0,3,2018,5,9,2,1,0,4,65.0,0,0
4056,46156,2,0,2,0,0,0,0,71,2018,5,1,0,0,0,0,93.6,1,0
4057,46157,2,0,2,1,0,0,1,62,2018,9,3,1,0,0,0,115.04,1,0
4058,46158,2,0,2,2,0,0,0,125,2018,7,2,1,0,0,0,99.45,1,0
4059,46159,2,0,0,1,0,0,1,167,2018,10,5,1,0,0,0,140.4,1,1
4060,46160,2,0,2,1,0,0,0,104,2017,12,3,0,0,0,0,75.0,0,0
4061,46161,1,0,2,4,0,0,1,53,2017,12,27,0,0,0,0,60.0,0,0
4062,46162,2,0,1,2,0,0,0,110,2018,10,9,1,0,0,0,113.4,0,1
4063,46163,1,0,0,2,0,0,0,47,2018,4,12,1,0,0,0,99.9,0,1
4064,46164,1,0,0,5,0,0,4,115,2018,9,27,2,0,0,0,170.63,0,0
4065,46165,2,0,0,2,0,0,0,33,2018,9,16,0,0,0,0,85.5,0,0
4066,46166,1,0,0,3,0,0,0,4,2017,11,5,2,1,0,1,65.0,0,0
4067,46167,3,0,2,2,0,0,1,29,2018,4,1,1,0,0,0,143.18,0,1
4068,46168,1,0,1,0,0,0,0,26,2017,10,4,0,0,0,0,75.0,0,0
4069,46169,2,0,0,1,0,0,1,8,2018,9,15,1,0,0,0,184.0,0,1
4070,46170,2,0,0,2,0,0,0,164,2018,9,30,1,0,0,0,126.9,0,1
4071,46171,2,0,2,2,1,0,0,91,2018,3,20,1,0,0,0,63.75,0,1
4072,46172,2,0,1,5,1,1,0,196,2018,8,12,1,0,0,0,99.95,1,0
4073,46173,2,0,0,4,1,0,0,159,2018,12,29,1,0,0,0,70.5,2,0
4074,46174,2,0,0,3,0,0,0,119,2018,4,4,0,0,0,0,71.0,1,0
4075,46175,2,0,2,1,2,0,0,103,2018,8,21,0,0,0,0,94.5,0,0
4076,46176,2,2,1,0,0,0,3,32,2018,7,4,1,0,0,0,216.9,0,1
4077,46177,3,0,2,2,0,0,0,6,2018,4,10,0,0,0,0,125.0,0,0
4078,46178,1,0,1,3,0,0,0,3,2018,10,2,0,0,0,0,95.0,0,0
4079,46179,2,0,2,1,0,0,0,167,2018,7,27,1,0,0,0,105.3,1,1
4080,46180,2,0,2,3,0,0,0,60,2017,12,27,0,0,0,0,68.0,0,0
4081,46181,2,0,1,3,0,0,0,85,2018,10,7,0,0,0,0,85.0,1,0
4082,46182,2,0,2,4,1,0,0,160,2018,7,23,1,0,0,0,97.75,0,1
4083,46183,1,0,2,7,0,0,0,107,2018,2,28,1,0,0,0,66.45,0,1
4084,46184,2,0,2,2,1,0,0,161,2018,7,25,1,0,0,0,89.25,1,1
4085,46185,2,0,0,2,0,0,0,6,2017,11,10,0,0,0,0,80.0,0,0
4086,46186,2,0,2,2,0,0,0,120,2017,8,14,1,0,0,0,76.5,0,1
4087,46187,1,0,2,5,1,0,0,127,2018,6,29,1,0,0,0,81.96,0,1
4088,46188,3,0,1,3,0,0,1,128,2018,8,8,1,0,0,0,146.7,2,0
4089,46189,2,0,0,2,0,0,2,223,2018,7,24,1,0,0,0,86.63,1,0
4090,46190,2,2,0,2,0,0,2,121,2018,6,30,1,0,0,0,88.77,1,0
4091,46191,3,0,2,2,0,0,1,215,2018,12,28,1,0,0,0,115.6,0,1
4092,46192,2,0,1,3,0,0,0,230,2018,9,19,1,0,0,0,137.0,0,1
4093,46193,2,0,2,3,0,0,0,170,2018,5,8,0,0,0,0,78.0,0,0
4094,46194,1,0,2,4,0,0,0,71,2018,6,3,1,0,0,0,132.6,0,1
4095,46195,2,0,0,2,0,0,1,21,2018,4,15,1,0,0,0,142.0,0,1
4096,46196,2,0,1,3,0,0,1,78,2018,9,22,1,0,0,0,149.4,2,0
4097,46197,2,0,1,2,0,0,0,159,2018,9,19,1,0,0,0,144.0,0,1
4098,46198,3,0,0,3,0,0,1,82,2018,6,19,1,0,0,0,129.59,1,0
4099,46199,3,0,0,2,0,0,1,93,2018,6,3,1,0,0,0,159.3,2,0
4100,46200,2,0,0,1,0,0,0,91,2018,7,19,0,0,0,0,105.0,0,0
4101,46201,1,0,0,2,0,0,0,0,2018,1,27,4,1,0,3,0.0,1,0
4102,46202,2,0,1,2,1,0,0,244,2018,9,29,1,0,0,0,85.5,0,1
4103,46203,1,0,0,2,0,0,1,56,2018,6,2,1,0,0,0,140.4,0,1
4104,46204,2,0,2,1,0,0,1,28,2017,11,6,0,0,0,0,46.67,0,0
4105,46205,2,0,1,2,0,0,0,273,2018,4,13,0,0,0,0,95.0,0,1
4106,46206,3,0,1,2,0,0,1,94,2018,7,15,1,0,0,0,137.7,2,0
4107,46207,2,0,1,4,0,0,0,87,2018,10,10,0,0,0,0,80.75,1,0
4108,46208,2,1,0,3,0,0,0,127,2018,6,2,1,0,0,0,143.1,0,1
4109,46209,2,1,2,0,0,0,0,84,2018,7,13,1,0,0,0,121.5,2,0
4110,46210,2,0,2,5,0,0,0,164,2018,8,5,1,0,0,0,99.45,0,1
4111,46211,1,0,0,2,0,0,0,188,2018,7,8,1,0,0,0,105.3,1,1
4112,46212,2,0,0,2,0,0,0,25,2018,2,12,0,0,0,0,64.0,0,0
4113,46213,2,0,0,2,0,0,0,22,2017,10,30,0,0,0,0,95.0,0,0
4114,46214,2,0,0,3,1,0,0,137,2018,11,10,1,0,0,0,75.9,0,1
4115,46215,2,0,0,3,0,0,0,103,2018,5,5,1,0,0,0,95.88,0,1
4116,46216,1,0,0,2,0,0,1,102,2018,6,3,1,0,0,0,140.4,2,0
4117,46217,3,0,0,3,0,0,0,113,2018,8,4,1,0,0,0,150.3,0,1
4118,46218,2,0,1,2,0,0,1,4,2017,11,6,0,0,0,0,78.2,0,0
4119,46219,2,0,0,3,0,0,0,103,2017,5,4,0,0,0,0,80.0,0,0
4120,46220,2,1,2,2,0,0,0,95,2018,4,2,1,0,0,0,93.08,1,0
4121,46221,2,0,2,4,0,0,0,149,2017,11,16,1,0,0,0,65.45,1,0
4122,46222,2,0,0,4,2,0,0,92,2018,4,24,1,0,0,0,97.41,1,0
4123,46223,2,2,2,3,0,0,3,14,2018,7,1,1,0,0,0,187.0,2,0
4124,46224,1,0,2,3,1,0,0,37,2018,10,13,1,0,0,0,102.6,0,1
4125,46225,2,0,2,2,0,0,0,261,2018,11,13,1,0,0,0,90.95,1,0
4126,46226,1,0,0,2,0,0,0,122,2018,4,15,1,0,0,0,85.0,0,1
4127,46227,1,0,1,0,0,0,0,258,2017,10,16,0,0,0,0,76.5,0,0
4128,46228,2,0,2,2,0,0,1,123,2018,5,20,1,0,0,0,107.95,0,1
4129,46229,2,0,2,2,0,0,0,20,2017,12,24,0,0,0,0,58.0,1,0
4130,46230,2,0,2,3,0,0,0,168,2018,3,24,0,0,0,0,63.58,0,0
4131,46231,3,0,2,3,0,0,1,242,2018,10,4,1,0,0,0,150.45,2,1
4132,46232,2,0,0,2,0,0,0,315,2018,9,30,0,0,0,0,160.0,0,1
4133,46233,2,0,1,2,0,0,0,75,2018,3,18,0,0,0,0,80.0,0,0
4134,46234,1,0,0,3,0,0,0,36,2018,11,1,2,0,0,0,166.25,0,0
4135,46235,2,0,0,4,0,0,1,123,2018,6,26,1,0,0,0,97.75,1,0
4136,46236,2,0,2,3,0,0,0,189,2018,8,15,0,0,0,0,72.25,0,0
4137,46237,2,0,2,2,0,0,1,115,2018,5,29,1,0,0,0,132.6,0,1
4138,46238,2,1,0,2,0,0,0,64,2018,4,15,1,0,0,0,120.0,2,0
4139,46239,2,0,3,6,0,0,1,160,2018,7,3,1,0,0,0,97.56,0,1
4140,46240,2,0,2,0,0,0,0,60,2017,9,21,0,0,0,0,65.0,0,0
4141,46241,3,0,3,7,0,0,1,110,2018,9,14,1,0,0,0,149.4,0,1
4142,46242,2,0,0,3,0,0,0,37,2018,6,13,0,0,0,0,105.0,0,0
4143,46243,1,0,2,2,0,0,0,98,2018,10,30,1,0,0,0,90.45,1,0
4144,46244,2,0,0,3,0,0,1,84,2018,4,27,1,0,0,0,118.15,1,0
4145,46245,2,0,1,3,0,0,0,123,2018,5,3,1,0,0,0,99.45,0,1
4146,46246,2,1,1,3,2,0,0,56,2018,6,2,1,0,0,0,185.85,0,1
4147,46247,2,0,0,3,0,0,0,148,2018,5,9,1,0,0,0,105.3,1,0
4148,46248,2,0,2,5,1,0,0,82,2018,3,29,1,0,0,0,72.25,0,1
